#station_id r_mc scin_hg_tot_sig wcd_hg_tot_sig scin_hg_em_sig scin_hg_mu_sig wcd_hg_em_sig wcd_hg_mu_sig
5040 1442.42 1780 30695 166 1615 11731 18789
5048 1423.02 806 32574 265 478 16435 15947
5040 1442.42 1448 42764 878 503 8924 32534
5048 1423.02 2114 43177 1081 990 15017 26890
5040 1442.42 998 38249 601 313 13150 25056
5048 1423.02 1973 39129 1251 672 14126 24727
5040 1442.42 2480 36813 1566 873 12683 23625
5048 1423.02 962 38073 92 808 8570 28470
5040 1442.42 474 25105 2 0 8059 16914
5048 1423.02 539 19042 325 188 5370 13412
5040 1442.42 1188 57455 238 845 26510 29945
5048 1423.02 1464 51892 500 1020 19150 31853
5040 1442.42 1796 38542 1034 802 16801 20839
5048 1423.02 1135 36601 783 280 18278 17139
5040 1442.42 1477 28655 985 506 17847 10556
5048 1423.02 2859 44794 1069 1752 12257 32162
5040 1442.42 577 40363 564 0 19613 19121
5048 1423.02 1159 32007 668 466 24527 7094
5040 1442.42 582 21344 322 260 7129 14049
5048 1423.02 901 35954 601 315 6496 28703
5040 1442.42 2017 53086 810 1168 12451 41103
5048 1423.02 910 47105 337 466 14110 32550
5040 1442.42 1008 20159 353 700 5372 14293
5048 1423.02 1194 43252 187 953 21220 21486
5040 1442.42 596 30329 645 0 16161 15992
5048 1423.02 1703 34715 362 1132 11749 23743
5040 1442.42 1072 41244 747 257 11379 29685
5048 1423.02 1301 36614 467 769 9031 27264
5040 1442.42 29 44017 13 0 22962 19860
5048 1423.02 885 28652 853 0 17735 10758
5040 1442.42 586 49931 500 171 13627 36326
5048 1423.02 1483 36850 941 569 14814 20808
5040 1442.42 557 40623 22 536 23532 18190
5048 1423.02 2968 18605 1018 260 7519 12038
5040 1442.42 423 26358 416 0 9816 16390
5048 1423.02 2248 24455 832 520 7785 16021
5040 1442.42 422 25626 17 446 18016 8151
5048 1423.02 809 36596 58 740 10788 24915
5040 1442.42 853 40979 357 0 15413 24787
5048 1423.02 242 35572 3 198 12334 22412
5040 1442.42 715 20732 681 0 10861 9699
5048 1423.02 1411 48840 873 542 13107 35812
5040 1442.42 33 25740 16 0 18210 7289
5048 1423.02 2 19227 21 0 8457 11167
5040 1442.42 767 18275 326 436 4055 13585
5048 1423.02 3413 35935 2757 731 13000 23421
5040 1442.42 273 34808 7 277 13429 19954
5048 1423.02 1130 40914 683 441 15443 24042
5040 1442.42 1552 45184 829 735 17914 28272
5048 1423.02 2114 34423 1666 444 11416 22261
5040 1442.42 234 32133 230 0 11319 19166
5048 1423.02 1069 45303 488 722 25755 19776
5040 1442.42 596 35204 335 184 12168 23292
5048 1423.02 1847 21044 959 775 8598 12112
5040 1442.42 886 35400 841 0 14494 21386
5048 1423.02 1360 33905 1028 329 16252 18252
5040 1442.42 188 26321 233 0 14537 10855
5048 1423.02 1779 24364 1083 692 13768 10075
5040 1442.42 1208 38392 313 953 12716 24962
5048 1423.02 1095 42700 3 1171 18014 23279
5040 1442.42 171 24227 99 0 23293 1324
5048 1423.02 1677 25774 315 1282 13639 12222
5040 1442.42 878 50598 164 698 12452 37567
5048 1423.02 1600 36984 940 624 17941 18371
5040 1442.42 956 46213 316 622 13755 31560
5048 1423.02 460 34568 6 498 10364 23639
5040 1442.42 801 25359 279 459 10451 15012
5048 1423.02 1497 24499 1137 253 11038 13120
5040 1442.42 1325 26801 54 170 9626 16465
5048 1423.02 476 28724 61 450 11047 18450
5040 1442.42 1113 36901 386 703 10021 25854
5048 1423.02 195 47038 14 214 14791 31768
5040 1442.42 697 37495 440 213 11476 25717
5048 1423.02 300 13345 162 164 8608 4952
5040 1442.42 1056 23174 489 568 14612 9782
5048 1423.02 1979 44800 1724 274 18259 26207
5040 1442.42 951 27700 636 233 24068 2795
5048 1423.02 3956 43254 3974 0 24219 18454
5040 1442.42 1511 28843 1350 179 15157 12783
5048 1423.02 2114 44974 1858 220 31740 11923
5040 1442.42 1242 46228 707 462 15240 30921
5048 1423.02 1871 26595 1295 0 15329 12550
5040 1442.42 315 27253 138 195 6281 19931
5048 1423.02 560 35950 536 0 22587 12263
5040 1442.42 546 31850 34 431 18081 13272
5048 1423.02 3108 27519 1218 0 15877 11291
5040 1442.42 2254 35118 1563 663 11265 23847
5048 1423.02 263 31041 314 0 20908 9460
5040 1442.42 2523 40652 1261 654 19021 21863
5048 1423.02 1852 31456 1904 0 16299 14927
5040 1442.42 -32 13700 23 0 10884 2607
5048 1423.02 343 23060 112 239 17220 6367
5040 1442.42 715 50796 192 432 11693 38596
5048 1423.02 1506 40944 332 1098 16538 23669
5040 1442.42 482 38381 257 225 13570 25635
5048 1423.02 2549 37129 1467 1021 9220 27190
5040 1442.42 680 38049 653 0 13867 21888
5048 1423.02 1158 20523 1186 0 10343 10053
5040 1442.42 36 24874 5 0 11855 13315
5048 1423.02 1841 45844 773 417 19092 25440
5040 1442.42 703 22029 415 177 12653 9499
5048 1423.02 395 52958 44 319 16232 36530
5040 1442.42 415 43627 429 0 8478 35369
5048 1423.02 673 32818 640 0 18585 15509
5040 1442.42 1265 23408 962 208 12344 11222
5048 1423.02 2057 51618 1509 513 16168 34352
5040 1442.42 1424 22496 465 932 10225 11799
5048 1423.02 492 27573 204 261 12258 15604
5040 1442.42 1014 29561 248 732 12716 15887
5048 1423.02 689 41539 671 0 12720 27845
5048 1423.02 220 40216 243 0 16000 24535
5040 1442.42 3171 32966 1159 1873 10173 23161
5040 1442.42 873 15630 817 0 15633 0
5048 1423.02 1953 23302 1822 156 12201 10841
5040 1442.42 1469 38155 944 457 8236 30092
5048 1423.02 56 41651 26 0 9249 31673
5040 1442.42 545 53389 575 0 20911 31424
5048 1423.02 1366 46125 477 912 14588 31064
5040 1442.42 632 32852 63 582 9726 22563
5048 1423.02 941 32245 196 302 16454 15488
5040 1442.42 355 32439 322 0 23567 8404
5048 1423.02 2276 40971 2316 0 12380 29222
5040 1442.42 62 9159 0 0 5862 3434
5048 1423.02 731 36312 13 833 12964 23706
5040 1442.42 2235 34374 1842 266 20515 14284
5048 1423.02 2046 32138 1485 505 17630 13841
5040 1442.42 3252 54458 227 483 28676 25804
5048 1423.02 788 36546 158 667 23129 12115
5040 1442.42 1054 49977 712 267 10589 38452
5048 1423.02 839 36811 539 247 21338 15164
5040 1442.42 2468 41954 1470 904 14493 27255
5048 1423.02 1942 43272 1122 667 13541 29207
5040 1442.42 881 35326 220 649 8155 26526
5048 1423.02 487 56388 417 0 13984 41145
5040 1442.42 1289 27747 873 313 8503 18947
5048 1423.02 1988 35965 1355 609 15425 18892
5040 1442.42 880 36028 330 517 7992 27600
5048 1423.02 1947 18180 1636 260 7531 10262
5040 1442.42 786 23342 734 0 11801 11422
5048 1423.02 1240 18045 970 317 11835 7131
5040 1442.42 651 42821 280 323 8596 31892
5048 1423.02 1616 39055 353 1288 13896 24459
5040 1442.42 470 40555 431 0 30500 18653
5048 1423.02 695 41535 714 15 8751 31499
5040 1442.42 377 17858 399 0 5071 13370
5048 1423.02 1109 34735 588 499 8694 24914
5040 1442.42 1267 39437 996 226 10330 28756
5048 1423.02 1471 25533 1267 149 10730 14674
5040 1442.42 1512 36450 631 821 14635 21957
5048 1423.02 649 29205 183 431 8305 20052
5048 1423.02 663 44087 0 655 8290 36166
5040 1442.42 827 29430 530 228 11824 16346
5040 1442.42 232 23343 27 254 9209 12789
5048 1423.02 613 19590 329 284 14255 4896
5040 1442.42 1395 58949 343 952 20321 37222
5048 1423.02 943 31319 550 435 16007 13886
5040 1442.42 963 60254 650 237 28084 31272
5048 1423.02 1210 34961 1233 0 10501 23410
5040 1442.42 396 45202 239 170 23029 20461
5048 1423.02 1036 17839 659 234 10169 7705
5040 1442.42 -8 34742 1 0 11844 21846
5048 1423.02 415 40620 271 182 15374 24782
5040 1442.42 976 32149 116 416 16646 14612
5048 1423.02 982 37833 940 0 10758 27266
5040 1442.42 2113 54570 1041 1103 18167 36761
5048 1423.02 1164 31846 1192 0 21505 9635
5040 1442.42 1670 24967 1427 234 11380 13647
5048 1423.02 1932 65178 882 898 24258 41889
5040 1442.42 848 35454 528 304 11219 23147
5048 1423.02 315 34127 56 256 8782 24539
5040 1442.42 487 27093 250 247 18798 7057
5048 1423.02 1315 44133 1067 201 10955 32058
5040 1442.42 994 54028 281 759 16959 35877
5048 1423.02 295 34964 285 0 9818 24372
5040 1442.42 1647 49813 1148 513 9028 39840
5048 1423.02 1349 18597 1354 0 10964 7100
5040 1442.42 389 32297 18 340 17361 13238
5048 1423.02 604 49533 417 211 23018 26204
5040 1442.42 594 36897 374 221 18338 17911
5048 1423.02 496 24921 486 0 18094 6902
5040 1442.42 1006 53063 271 712 10300 41306
5048 1423.02 308 48255 366 0 13616 33740
5040 1442.42 715 33552 47 567 17879 16951
5048 1423.02 814 52014 864 0 37596 13360
5040 1442.42 262 50147 238 0 12032 37091
5048 1423.02 832 52505 174 578 20565 31919
5040 1442.42 1334 21213 1123 229 10540 10338
5048 1423.02 118 23432 78 0 14723 8708
5040 1442.42 820 40873 544 242 16558 24215
5048 1423.02 940 48171 28 887 13366 33630
5040 1442.42 1386 30271 202 1035 10845 18860
5048 1423.02 878 36154 74 357 6367 29666
5040 1442.42 892 25516 857 0 17283 8306
5048 1423.02 1637 29878 786 749 18307 12049
5040 1442.42 844 39053 258 500 11017 27314
5048 1423.02 1333 38857 735 0 9490 28638
5040 1442.42 2120 36983 1270 740 6091 30949
5048 1423.02 226 36977 233 0 9694 27390
#station_id r_mc scin_hg_tot_sig wcd_hg_tot_sig scin_hg_em_sig scin_hg_mu_sig wcd_hg_em_sig wcd_hg_mu_sig
5040 1442.42 1079 35428 1053 0 20802 15627
5048 1423.02 1474 61492 327 1025 16841 44661
5040 1442.42 632 29421 45 497 11466 17088
5048 1423.02 1074 12173 1051 0 8910 2621
5040 1442.42 1579 23933 1129 411 21400 1160
5048 1423.02 1512 47472 14 1516 28906 18753
5040 1442.42 725 48224 517 170 19482 29620
5048 1423.02 934 43870 676 199 24329 19105
5040 1442.42 1404 34199 744 693 12778 21952
5048 1423.02 2327 44764 2310 0 11974 31688
5040 1442.42 1141 21648 1189 0 11477 9893
5048 1423.02 393 36465 413 0 11575 24357
5040 1442.42 942 18520 604 254 8931 9837
5048 1423.02 1005 39121 637 330 15915 23414
5040 1442.42 1200 10201 1112 0 7315 2927
5048 1423.02 298 29162 70 230 17491 11307
5048 1423.02 917 65369 226 678 19464 45618
5040 1442.42 2081 51944 1556 613 10944 41455
5040 1442.42 1333 13348 826 418 12190 1269
5048 1423.02 1360 36896 117 1181 7082 29459
5040 1442.42 846 27644 342 429 9363 18818
5048 1423.02 1954 50636 1082 899 10765 38322
5040 1442.42 365 39165 335 0 24808 14779
5048 1423.02 1564 32625 514 423 15837 15830
5040 1442.42 2816 51151 1117 1731 10184 40918
5048 1423.02 2077 53057 1262 822 11408 39982
5040 1442.42 1332 35865 610 601 12919 22887
5048 1423.02 49 35239 1 0 8184 26413
5040 1442.42 925 68759 533 347 13718 55092
5048 1423.02 424 21881 196 215 7980 13476
5040 1442.42 672 44590 463 190 13096 30513
5048 1423.02 1434 31107 633 294 14563 16468
5040 1442.42 1275 41443 1234 0 12094 28815
5048 1423.02 1198 63274 989 113 17017 45176
5040 1442.42 1656 36868 1101 637 17349 19735
5048 1423.02 925 45090 270 647 11677 33822
5040 1442.42 255 13086 272 0 8219 4954
5048 1423.02 732 24228 677 0 11976 12023
5040 1442.42 651 39474 655 0 12917 25665
5048 1423.02 1598 30955 513 1018 12814 18079
5040 1442.42 1897 41782 1163 585 10467 31852
5048 1423.02 1217 52524 438 731 17116 34248
5040 1442.42 305 40435 93 203 17732 23260
5048 1423.02 576 35184 535 0 18376 16447
5040 1442.42 1102 36167 478 562 25494 10055
5048 1423.02 1026 40285 59 929 23732 15696
5040 1442.42 1650 39590 1125 597 22262 17225
5048 1423.02 1461 26558 1575 0 18310 8197
5040 1442.42 2288 53652 1301 308 9464 45350
5048 1423.02 967 71472 53 902 38110 31669
5040 1442.42 660 13990 663 0 8895 4763
5048 1423.02 2296 53141 1347 973 13743 38076
5040 1442.42 825 16235 558 250 12801 3728
5048 1423.02 395 71212 74 280 17660 53770
5040 1442.42 1880 27164 552 0 11242 15554
5048 1423.02 601 25763 94 284 8874 16788
5040 1442.42 488 26147 66 404 11040 13920
5048 1423.02 1602 60364 690 770 24069 37689
5040 1442.42 721 18816 57 640 10711 6870
5048 1423.02 460 33813 426 0 13164 19671
5040 1442.42 1208 38903 21 1202 8194 29992
5048 1423.02 557 47973 68 0 18543 29513
5040 1442.42 733 41882 580 175 14969 28449
5048 1423.02 1184 34701 120 964 14480 19418
5040 1442.42 596 31743 311 197 7873 23151
5048 1423.02 860 33296 595 284 13474 19515
5040 1442.42 1949 31862 1138 882 10314 20997
5048 1423.02 370 28182 95 286 8690 19666
5040 1442.42 563 36977 78 430 5698 29920
5048 1423.02 644 29430 643 0 17289 11275
5040 1442.42 188 38490 2 202 20122 18661
5048 1423.02 662 18023 409 202 9059 8426
5040 1442.42 1154 25354 750 432 10056 14644
5048 1423.02 746 45717 106 638 17276 28385
5040 1442.42 634 28835 13 544 12270 16386
5048 1423.02 832 37912 591 198 20381 17377
5040 1442.42 493 32152 449 0 9645 22781
5048 1423.02 621 37033 252 324 15288 21467
5040 1442.42 1108 21033 596 480 11501 9922
5048 1423.02 1159 56031 381 928 17230 39450
5040 1442.42 581 16984 69 487 14143 3231
5048 1423.02 1215 44741 517 603 10411 33464
5040 1442.42 855 24055 465 395 6193 18190
5048 1423.02 1300 37035 845 514 19585 17483
5040 1442.42 4 22375 101 0 9476 12824
5048 1423.02 528 54079 120 408 24369 28537
5040 1442.42 976 23238 640 0 15217 7730
5048 1423.02 561 26668 37 433 10050 15206
5040 1442.42 1858 59525 1336 415 22015 35664
5048 1423.02 768 27275 513 281 14379 13279
5040 1442.42 2173 35512 1359 746 19072 15970
5048 1423.02 2268 38030 1436 860 18560 19578
5040 1442.42 567 51526 263 242 10620 39619
5048 1423.02 1678 54660 810 941 9417 44040
5040 1442.42 726 30537 343 283 12698 17432
5048 1423.02 194 43148 0 170 10915 33145
5040 1442.42 1170 36833 780 408 9373 25385
5048 1423.02 1150 32709 488 385 12093 21371
5040 1442.42 240 49626 185 0 19753 30970
5048 1423.02 2149 18236 1576 545 12537 6190
5040 1442.42 863 23875 900 0 13873 9166
5048 1423.02 716 31937 509 222 12310 19543
5040 1442.42 2850 23572 1847 0 11090 11949
5048 1423.02 1257 27270 289 971 8894 18413
5040 1442.42 644 29430 640 0 8211 21585
5048 1423.02 1156 18581 28 585 10364 8007
5040 1442.42 2242 53717 1643 600 14547 39319
5048 1423.02 1131 17698 866 262 7554 9472
5040 1442.42 569 10348 424 184 5798 4031
5048 1423.02 734 36959 800 0 7129 29875
5040 1442.42 722 25085 545 162 10617 14724
5048 1423.02 1911 24914 575 1391 7539 17373
5040 1442.42 634 38637 557 0 22135 16418
5048 1423.02 513 34948 301 167 14341 19216
5040 1442.42 1466 32531 839 592 15521 16007
5048 1423.02 780 43766 26 783 22937 19751
5040 1442.42 1090 21351 802 328 9973 10825
5048 1423.02 -38 15992 39 0 12735 3340
5040 1442.42 1360 20725 1099 211 12435 8167
5048 1423.02 439 29985 396 0 10528 18828
5040 1442.42 1246 43152 572 633 14874 27783
5048 1423.02 898 50987 327 508 18396 33618
5040 1442.42 1658 42691 1684 0 14453 27931
5048 1423.02 1347 30228 1105 340 15919 14532
5040 1442.42 2135 40779 1031 1159 8154 31136
5048 1423.02 1269 35722 1285 0 19372 17491
5040 1442.42 1192 77506 672 462 11675 66003
5048 1423.02 1149 43578 12 1022 7549 36638
5040 1442.42 1058 32944 742 236 8835 24731
5048 1423.02 1450 59121 324 761 6735 51338
5040 1442.42 7 13992 40 0 11234 2645
5048 1423.02 464 32476 423 0 21557 10494
5040 1442.42 757 30843 745 0 10636 21067
5048 1423.02 1890 24163 1771 220 13384 10263
5040 1442.42 665 41221 502 160 6516 34731
5048 1423.02 1045 19820 1038 0 6393 13440
5040 1442.42 1329 39625 974 282 10519 29611
5048 1423.02 1051 32826 904 169 11346 20865
5040 1442.42 777 53577 215 212 23440 29154
5048 1423.02 659 46259 644 0 18086 27260
5040 1442.42 1516 16937 1044 476 7191 10251
5048 1423.02 493 30649 135 387 9584 20718
5040 1442.42 2819 26679 2834 0 11314 15926
5048 1423.02 1924 37164 628 1277 12318 24831
5040 1442.42 298 47465 318 0 15726 32429
5048 1423.02 1813 34213 1656 172 8481 25235
5040 1442.42 1826 72085 683 1151 23021 49086
5048 1423.02 37 47714 8 0 13915 31771
