#station_id r_mc scin_hg_tot_sig wcd_hg_tot_sig scin_hg_em_sig scin_hg_mu_sig wcd_hg_em_sig wcd_hg_mu_sig
5040 1509.6 32 4518 2 0 4291 0
5048 1543.78 61 7937 15 0 7649 797
5040 1509.6 643 10186 652 0 10245 155
5048 1543.78 14 6371 0 0 6426 0
5040 1509.6 677 19170 630 0 9692 8751
5048 1543.78 816 18952 792 0 19984 0
5040 1509.6 3480 18018 764 0 15368 3116
5048 1543.78 995 14409 928 0 9013 4261
5040 1509.6 800 14814 822 0 10286 5350
5048 1543.78 362 13512 220 152 4432 8093
5040 1509.6 684 21992 333 319 15596 5254
5048 1543.78 985 30605 336 589 20779 9782
5040 1509.6 198 15304 0 195 5664 10179
5048 1543.78 2128 16683 121 540 7202 9644
5040 1509.6 1970 13817 727 0 6067 7708
5048 1543.78 156 13881 4 100 9010 5198
5040 1509.6 1 9528 10 0 5346 3974
5048 1543.78 -3 8921 0 0 4408 4360
5040 1509.6 677 19203 573 0 13373 5481
5048 1543.78 317 16615 278 0 12443 4332
5040 1509.6 1322 25546 839 408 8923 17033
5048 1543.78 682 5619 560 0 5422 0
5040 1509.6 249 19965 41 177 9305 9868
5048 1543.78 586 23715 629 0 11793 12013
5040 1509.6 431 18171 118 216 8136 9419
5048 1543.78 447 20948 16 460 15695 4544
5040 1509.6 117 9138 128 0 3374 5627
5048 1543.78 233 6861 211 0 4989 1299
5040 1509.6 454 23305 0 453 10168 12423
5048 1543.78 781 18632 157 588 4049 14054
5040 1509.6 111 19068 155 0 8423 10184
5048 1543.78 1067 21147 230 434 10407 10320
5040 1509.6 740 26088 311 505 14405 11048
5048 1543.78 1096 21768 931 152 7545 13821
5040 1509.6 318 15203 60 204 5571 8764
5048 1543.78 1324 12005 1119 256 7029 4348
5040 1509.6 12 16800 0 0 14664 2120
5048 1543.78 624 22290 371 209 10723 10470
5048 1543.78 127 29647 11 177 9749 20335
5040 1509.6 529 35530 423 100 14493 20731
5040 1509.6 157 18864 146 0 16491 2348
5048 1543.78 401 16159 193 183 10829 4981
5040 1509.6 -51 9893 20 0 9622 0
5048 1543.78 1195 15699 806 306 6457 8466
5040 1509.6 1194 10492 354 157 10117 545
5048 1543.78 311 29443 336 0 7946 22579
5040 1509.6 408 10912 352 0 10196 578
5048 1543.78 264 25078 110 119 14094 10192
5040 1509.6 482 14531 490 0 10915 2773
5048 1543.78 866 9043 748 81 5884 3867
5048 1543.78 1243 18726 714 481 13059 6177
5040 1509.6 382 12434 334 0 12588 0
5040 1509.6 1703 32469 905 853 13995 18631
5048 1543.78 283 17343 269 0 11656 5771
5040 1509.6 309 12650 0 277 12092 513
5048 1543.78 -12 17530 4 0 15008 2178
5040 1509.6 1393 35578 854 0 19850 15104
5048 1543.78 527 21456 13 410 11966 8759
5040 1509.6 148 12743 43 0 5671 6676
5048 1543.78 568 17114 333 197 6735 10160
5040 1509.6 819 11976 929 0 7833 4335
5048 1543.78 60 3105 19 0 2965 0
5040 1509.6 731 15851 413 278 10005 5413
