#station_id r_mc scin_hg_tot_sig wcd_hg_tot_sig scin_hg_em_sig scin_hg_mu_sig wcd_hg_em_sig wcd_hg_mu_sig
5040 668.584 9995 223401 8806 1109 184474 38551
5048 703.669 9688 196271 8989 773 140972 54727
5040 668.584 8028 222002 6951 1078 164394 55269
5048 703.669 8353 176746 7280 963 121118 58098
5040 668.584 8765 229746 7896 904 163013 67181
5048 703.669 6205 169862 3816 1270 99220 70661
5040 668.584 11429 249825 9183 1683 163820 85894
5048 703.669 8026 219433 5714 1898 138975 78342
5040 668.584 7591 177808 6030 1161 103077 76386
5048 703.669 5457 162262 4275 1024 81892 77252
5040 668.584 10948 230293 9765 1078 141429 88768
5048 703.669 8186 193254 5847 2047 135835 58350
5040 668.584 8562 224474 7327 215 165596 58150
5048 703.669 5418 153219 4324 583 115486 37214
5040 668.584 9574 212040 8312 1156 146485 67314
5048 703.669 4950 147999 4046 962 114419 34785
5040 668.584 9939 229784 8244 1372 156460 73912
5048 703.669 4559 210053 3950 599 125988 85609
5040 668.584 9206 273857 6738 1992 150146 123702
5048 703.669 5504 205174 4461 1080 123009 84981
5040 668.584 8385 226391 7880 175 152926 79146
5048 703.669 7537 184964 6595 740 118345 66483
5040 668.584 9652 214763 8823 801 152807 60897
5048 703.669 7771 196669 6839 605 142778 52602
5040 668.584 7769 201182 6913 752 121406 78065
5048 703.669 8428 185961 7342 801 107646 78865
5040 668.584 9312 208483 8153 1153 160650 46119
5048 703.669 10723 162388 7500 1940 114325 48092
5040 668.584 9446 218530 6572 2635 145621 73940
5048 703.669 10156 200518 8453 1548 128918 71814
5040 668.584 10004 204036 7449 1324 141991 61384
5048 703.669 6314 207453 4605 1458 133601 73742
5040 668.584 9687 236208 7573 1819 166189 68564
5048 703.669 6177 174128 5830 292 145649 26821
5040 668.584 8477 204745 7559 830 147111 56126
5048 703.669 7138 199812 4736 2214 117148 85118
5040 668.584 6872 178621 6151 642 120782 54918
5048 703.669 8385 152175 4985 3365 91589 59851
